AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
27.939,1014.8,60.35,4.0665,25.969,1093.5,549.84,133.81,12.26,0.12838,60.416
33.974,1009.0,44.325,4.5004,29.501,1099.8,542.3,145.18,13.164,0.43059,58.063
27.173,1018.6,53.409,3.851,25.727,1093.5,549.69,133.83,12.225,0.72103,67.055
25.436,1010.9,82.65,3.8502,25.818,1092.8,550.56,134.76,12.287,0.50803,65.637
24.383,1015.2,68.959,4.4514,30.87,1100.3,536.16,152.7,13.622,0.84411,55.9
30.927,1010.6,46.125,4.518,30.215,1099.8,539.72,148.38,13.254,0.74954,60.238
20.951,1012.9,78.779,3.8383,25.102,1089.5,550.43,133.94,12.166,0.47225,61.027
16.366,1017.6,66.3,2.8405,18.594,1052.0,549.23,108.69,10.302,4.6233,74.034
12.912,1015.3,70.72,3.5515,24.609,1086.3,548.08,136.38,11.945,1.2482,67.022
26.611,1007.5,59.522,3.8475,25.06,1087.1,550.25,130.43,11.906,1.1897,63.357
14.047,1021.2,78.573,4.0217,24.288,1086.6,550.17,133.72,11.92,1.3034,73.247
10.851,1017.9,91.14,3.6368,24.324,1087.5,550.17,134.26,11.973,1.494,73.78
19.357,1017.2,88.935,3.0229,18.105,1048.4,549.36,103.79,10.136,6.7331,83.051
17.676,1015.4,72.737,5.0266,27.875,1095.0,543.77,143.7,12.66,1.1626,70.394
22.768,1012.5,77.332,3.8872,25.272,1090.4,550.07,133.81,12.246,0.24816,63.006
13.683,1014.7,86.376,4.4516,24.383,1087.2,549.41,134.71,12.011,1.4886,72.297
6.4095,1033.0,80.029,3.4228,19.213,1050.8,544.06,111.72,10.569,5.9468,106.32
22.494,1014.0,80.166,4.0062,27.328,1099.6,548.45,142.04,12.632,0.28725,66.893
20.968,1006.3,76.662,3.6735,24.617,1087.0,550.04,132.74,11.838,1.0483,66.118
4.4922,1011.9,87.454,3.8095,23.538,1083.9,550.17,133.39,11.65,1.4591,84.4
10.59,1028.9,78.183,3.7243,23.341,1083.9,549.97,132.37,11.8,1.487,78.911
21.428,1013.3,75.888,3.9383,25.508,1091.9,550.22,134.73,12.054,1.1243,65.329
25.019,1006.8,86.511,3.2835,20.774,1063.1,550.29,113.76,10.736,1.7502,51.446
9.5349,1013.2,89.816,3.3118,19.142,1037.2,537.33,109.16,10.419,8.9465,95.564
28.006,1011.6,55.877,4.065,26.059,1093.9,549.64,133.73,12.244,0.72968,65.961
29.817,1011.0,43.569,4.7134,30.307,1099.8,539.65,148.54,13.324,0.93979,60.901
7.2827,1022.8,85.323,3.583,21.61,1060.4,541.48,123.3,11.245,3.4488,96.718
25.898,1012.4,64.138,4.2591,29.234,1097.6,540.67,145.28,13.078,1.0521,64.191
28.823,1011.0,67.642,4.4484,29.813,1099.7,540.83,146.57,13.222,0.65439,56.965
13.503,1014.7,88.327,4.4184,24.182,1086.8,550.07,134.11,12.041,1.3159,71.804
4.7055,1021.8,79.913,3.8916,23.732,1085.6,550.07,134.32,11.974,4.1412,99.956
26.429,1012.1,59.371,3.8129,25.904,1092.8,549.81,134.5,12.072,0.71889,64.445
7.8543,1020.9,59.189,4.9598,31.962,1100.0,530.81,161.48,13.925,0.084076,69.764
15.01,1016.6,87.76,4.0158,24.337,1086.8,549.99,133.83,11.874,1.6282,69.781
11.382,1011.0,100.14,4.452,24.075,1085.5,550.15,133.72,11.938,1.3049,70.997
27.477,1012.2,45.057,4.478,30.867,1099.8,536.98,151.63,13.436,1.121,59.265
12.167,1013.6,88.615,4.833,32.52,1100.2,529.91,160.26,13.966,0.4397,65.495
14.94,1015.1,70.826,4.5756,24.62,1087.4,549.93,133.82,11.977,1.1515,72.416
22.483,1017.0,75.377,4.4591,31.077,1099.8,535.08,152.58,13.625,1.0431,60.36
32.955,1013.6,54.027,4.4299,30.015,1100.2,540.56,146.6,13.25,0.94198,53.107
6.762,1013.9,76.995,5.3444,33.893,1100.0,524.84,166.82,14.301,0.020683,63.666
13.2,1019.4,92.901,4.5229,28.58,1100.0,540.8,150.78,13.087,1.1747,69.854
12.156,1007.4,88.77,3.5039,19.806,1059.0,549.97,114.28,10.574,3.2743,77.119
23.56,1015.2,69.685,4.8314,30.598,1100.0,535.35,151.95,13.552,1.1768,59.249
11.263,1016.2,74.806,5.025,32.361,1099.9,529.03,160.78,14.035,0.9215,68.639
10.354,1020.8,74.555,5.2493,32.962,1100.3,527.26,162.53,14.179,0.026376,61.252
11.621,1019.0,84.8,3.8645,23.946,1086.6,549.91,134.65,11.826,1.3806,77.027
11.255,1007.1,99.22,3.6952,19.119,1054.6,549.81,111.73,10.428,3.2939,76.34
25.969,1016.7,78.634,3.9602,26.055,1094.2,549.83,134.71,12.281,0.27103,62.84
19.673,1006.9,84.097,3.7286,25.09,1088.6,549.88,134.18,12.123,0.77675,64.584
30.846,1009.4,53.134,3.99,26.354,1094.9,550.37,133.93,12.297,0.37285,63.364
22.949,1006.6,71.578,3.7291,25.429,1090.3,549.81,133.73,12.091,0.74902,65.314
13.081,1019.0,85.55,3.8347,23.789,1086.0,549.99,133.7,11.778,1.6205,74.892
29.337,998.58,81.55,4.3272,29.309,1100.4,544.39,143.74,13.047,0.5539,51.989
22.547,1011.7,90.615,4.039,25.589,1091.8,550.08,134.51,12.033,0.93176,61.224
15.407,1023.6,70.472,3.1408,18.753,1027.4,532.0,103.81,10.318,13.657,109.31
17.302,1017.1,64.522,4.4941,31.791,1099.7,531.86,158.14,13.868,0.80267,61.743
30.198,1011.1,60.656,4.3597,29.558,1099.8,541.51,146.34,13.108,0.63995,54.052
19.782,1011.7,89.341,4.4551,31.032,1100.4,535.94,153.7,13.626,0.6208,54.927
20.064,1018.5,67.398,4.7817,30.773,1100.1,533.84,154.51,13.711,1.1306,61.736
30.502,1007.8,55.844,3.8873,26.018,1093.0,550.22,133.85,12.185,0.33472,62.229
20.13,1012.6,83.028,4.4426,31.018,1100.0,534.87,153.92,13.623,0.78179,58.964
23.576,1005.9,66.311,3.9472,25.526,1090.5,550.23,133.63,12.081,1.2705,66.265
17.885,1011.7,93.676,3.0818,19.403,1056.5,550.01,110.75,10.459,2.4982,62.019
11.599,1021.7,89.866,3.9026,24.172,1086.5,549.5,134.51,12.048,1.2439,75.661
7.6426,1026.7,95.243,4.8098,33.178,1100.1,526.12,164.56,14.21,0.45902,71.277
28.682,1009.1,66.379,3.9219,25.189,1088.3,549.65,130.09,11.875,0.45645,57.43
10.519,1007.8,98.502,4.4633,31.004,1100.0,532.87,159.28,13.711,1.0479,64.484
8.5672,1000.9,99.901,6.0101,32.013,1099.9,531.38,161.64,13.933,9.4617,99.543
21.806,1012.7,80.488,2.9672,19.779,1057.6,550.02,110.88,10.628,2.3165,58.751
19.7,1006.1,85.485,3.0742,19.626,1056.9,549.84,110.79,10.513,7.2965,49.997
25.021,1011.0,73.781,3.8501,25.575,1090.9,549.57,133.78,12.13,0.34435,59.202
22.35,1013.3,92.745,2.9947,18.44,1049.4,549.84,103.85,10.127,3.9442,48.855
10.843,1027.3,78.36,5.0648,32.542,1100.1,527.3,162.01,14.156,0.58307,63.318
21.547,1004.7,77.4,3.7932,25.375,1090.0,550.04,134.74,11.968,0.60724,63.978
31.231,1004.9,46.192,4.4751,30.23,1100.2,540.28,147.22,13.257,0.3186,59.364
10.065,1028.1,70.523,5.4534,33.057,1099.9,526.04,162.98,14.186,2.4186,60.867
13.09,1011.4,86.11,4.4969,24.296,1087.6,550.04,134.77,12.018,0.46809,74.785
32.31,1006.7,54.42,4.0548,26.391,1094.8,549.71,133.83,12.153,0.2721,60.674
18.468,1001.0,98.419,4.6811,31.317,1099.8,535.72,153.77,13.494,2.3296,60.349
5.9191,1017.9,76.63,4.0373,23.227,1081.8,549.48,133.2,11.852,2.2717,60.38
14.72,1019.5,75.517,4.9992,32.454,1099.7,529.7,158.61,13.908,0.86744,67.79
9.2799,1028.5,76.681,5.4638,33.168,1099.8,526.04,163.33,14.205,1.5704,60.192
5.544,1032.4,81.712,3.8575,23.058,1083.6,549.92,133.77,11.814,2.1814,82.986
14.559,1009.5,78.218,5.7714,31.954,1099.8,532.1,157.39,13.844,0.37801,62.284
25.307,1006.6,80.315,3.155,20.581,1062.3,549.98,112.8,10.655,1.2196,50.933
19.331,1003.4,66.236,3.9189,19.329,1031.5,534.1,104.31,10.305,2.9649,116.04
26.485,1012.2,62.174,3.9879,25.817,1092.9,550.4,133.73,12.197,0.75748,64.154
28.438,1006.2,60.008,3.8208,25.727,1091.3,549.84,132.74,12.163,0.61592,63.374
6.7837,1023.5,81.999,4.2224,23.72,1086.8,550.1,133.66,11.92,0.80902,83.373
20.258,1011.1,89.32,3.7631,25.194,1090.3,550.03,134.72,12.066,0.72675,61.622
19.807,1002.3,90.983,3.1573,20.369,1061.0,550.19,114.04,10.683,1.8708,58.224
18.445,1014.3,86.018,4.4235,31.281,1100.0,534.02,155.2,13.682,0.57503,58.053
22.876,1012.2,87.826,3.697,23.912,1081.4,550.18,126.44,11.626,1.1838,59.796
14.547,1018.6,80.798,5.0986,29.091,1100.4,540.77,151.03,13.22,1.1196,68.998
25.054,1007.2,68.622,4.0421,26.216,1093.5,550.46,134.41,12.205,5.7914,50.442
19.614,1010.1,90.58,3.6715,24.914,1089.0,549.75,133.89,12.033,0.84877,61.885
7.9799,1015.8,91.813,4.9166,32.689,1100.0,528.62,163.32,13.994,0.69263,65.012
11.983,1015.0,98.048,4.9118,32.547,1100.1,529.53,160.35,13.958,0.83822,66.484
10.178,1003.7,88.013,4.1082,23.951,1084.8,549.72,134.54,11.782,1.7646,78.308
13.885,1017.0,78.309,5.5539,31.741,1100.2,532.13,157.38,13.864,0.9153,68.892
31.517,1008.3,57.352,4.5061,29.708,1100.0,541.7,145.72,13.152,0.32276,55.855
25.242,1006.9,85.733,3.4267,22.94,1075.0,550.37,122.49,11.314,1.0018,52.879
5.7519,1019.9,92.271,4.1201,23.871,1086.4,550.22,134.07,12.002,0.59922,79.094
11.474,1008.3,95.401,4.4496,31.719,1099.9,531.88,159.57,13.867,1.1932,63.979
25.179,1007.2,79.731,3.1994,20.667,1062.0,549.86,112.81,10.636,1.4518,53.082
4.313,1021.4,80.193,4.8576,30.696,1097.4,532.73,156.63,13.629,0.0089313,68.808
9.0954,1014.8,96.377,3.709,23.615,1084.4,550.01,133.69,11.782,0.50519,76.842
15.289,1020.4,81.35,3.9946,24.442,1087.9,549.77,133.71,11.957,1.5515,75.663
10.483,1015.3,94.692,4.4398,23.981,1085.4,550.29,133.67,11.853,1.0277,76.277
13.418,1018.8,80.441,3.8469,24.111,1086.6,550.15,133.72,11.908,1.6722,77.103
20.041,1007.4,93.295,3.1682,20.094,1059.7,549.69,113.02,10.698,1.9889,56.65
13.902,1009.0,72.273,4.4484,24.081,1085.8,549.76,133.4,11.99,0.34701,71.9
19.423,1014.1,79.675,3.6341,19.359,1055.3,550.03,109.8,10.417,2.4586,64.097
18.811,1011.0,72.059,3.412,19.209,1054.5,549.38,110.37,10.344,4.0688,70.983
11.808,1008.2,96.391,5.3502,31.937,1099.9,532.17,158.92,13.744,1.292,69.041
30.855,1006.4,54.665,3.3196,21.01,1064.6,550.13,112.86,10.933,1.1688,48.937
23.906,1011.8,85.286,4.0406,25.589,1091.6,550.46,133.81,12.322,1.2378,59.477
7.6368,1017.7,78.513,5.1998,33.12,1100.1,526.11,165.31,14.199,0.24179,64.529
13.721,1025.2,75.386,4.0917,24.438,1088.6,550.06,134.7,11.965,1.4813,74.446
12.666,1013.2,78.055,4.0734,24.393,1086.7,549.9,134.71,11.917,1.5825,75.621
11.256,1003.3,97.623,4.6431,23.937,1084.5,549.9,133.67,11.806,1.0263,72.451
20.467,1017.4,84.42,4.8401,30.864,1100.1,533.73,153.37,13.697,1.1556,58.362
27.527,1009.3,72.857,3.9206,25.687,1090.5,550.03,132.78,12.032,0.2124,55.698
26.747,1012.4,85.019,4.4629,29.936,1100.1,540.29,146.04,13.205,0.25337,52.442
21.233,1007.7,70.936,3.1055,19.746,1057.7,550.04,110.78,10.551,2.1673,59.266
15.451,1014.0,85.591,3.5688,24.295,1086.2,550.2,133.51,11.84,1.1127,68.241
11.669,1021.0,85.145,5.28,32.433,1100.0,529.1,159.93,13.975,0.65539,66.55
12.891,1023.1,95.884,5.6117,32.053,1100.0,530.59,157.73,13.885,1.6157,62.513
23.781,1015.4,65.74,4.7298,29.301,1100.0,539.77,149.81,13.205,1.3851,61.634
9.3772,1021.9,71.852,3.7515,20.452,1050.3,540.83,115.79,10.777,6.8931,100.34
19.475,1013.3,90.9,3.1644,20.73,1062.7,549.08,115.59,10.904,3.1345,61.484
12.346,1016.8,91.516,3.6406,18.956,1054.0,549.34,110.74,10.41,3.3547,80.494
24.901,1007.9,82.599,3.8834,25.978,1092.7,549.55,134.78,12.169,0.22379,58.911
28.999,1012.4,50.146,3.9792,26.043,1094.6,549.99,133.78,12.227,0.47493,66.197
8.6131,1015.8,91.511,3.8863,23.969,1085.6,549.74,133.69,11.862,0.61968,78.021
7.803,1015.3,87.58,3.7295,23.701,1083.8,549.83,133.68,11.735,1.1985,79.416
8.1886,1023.9,82.024,3.9147,23.797,1085.9,550.01,134.59,11.828,1.456,80.174
16.612,1009.3,65.468,5.7129,31.444,1100.0,534.34,155.05,13.55,0.65297,64.099
9.0465,1027.4,74.845,5.5741,32.61,1100.0,527.15,163.19,14.171,0.77335,61.941
6.5997,1021.5,83.955,3.5934,21.074,1055.0,541.26,119.91,10.996,6.6073,99.507
27.622,1012.5,67.94,4.2471,26.741,1097.4,549.62,136.22,12.421,1.0817,66.137
21.979,1006.0,78.135,2.978,20.219,1059.5,549.79,111.78,10.562,1.8736,56.644
23.561,1009.5,78.192,3.7768,25.29,1090.0,550.15,133.26,12.032,0.5558,63.741
22.287,1013.8,90.83,3.2442,20.126,1060.8,550.01,112.24,10.765,1.9768,51.913
30.247,1010.9,60.401,4.4179,29.635,1099.7,542.03,146.05,13.147,1.1061,58.225
24.071,1012.7,92.232,3.2376,20.352,1060.5,549.92,111.73,10.679,1.8556,46.284
23.754,1018.4,65.939,4.9562,32.044,1099.7,531.74,151.72,13.689,1.3437,58.099
8.0976,1026.7,95.856,3.7474,20.899,1069.2,550.06,121.74,11.102,2.4071,82.403
23.228,1016.1,85.361,3.3937,21.388,1067.6,550.02,116.27,10.968,1.4622,53.271
10.367,1017.5,90.466,4.8384,33.001,1100.4,527.98,162.75,14.152,0.020174,63.831
14.714,1007.3,77.516,4.2095,29.614,1100.3,537.96,154.17,13.432,0.7849,65.572
17.784,1012.1,95.099,3.038,19.365,1055.5,549.96,110.34,10.384,3.1243,62.289
28.432,1013.6,72.731,4.4225,29.34,1100.3,542.29,145.71,13.076,0.11678,54.071
17.743,1014.5,85.163,3.6151,19.332,1055.6,549.96,110.48,10.352,3.0218,67.214
8.5659,1020.8,84.558,3.9765,23.791,1084.5,550.07,133.96,11.821,1.6006,81.192
29.182,1014.3,57.278,4.1609,26.277,1095.6,549.97,134.32,12.303,0.33373,62.115
19.823,1015.3,88.578,3.1078,19.703,1058.7,550.05,111.74,10.583,2.6825,55.851
8.0725,1019.6,83.188,4.0104,24.043,1086.1,550.13,133.67,11.802,0.60655,79.253
15.932,1013.4,89.406,3.5758,24.352,1086.6,549.84,133.73,11.8,1.2052,65.421
4.8281,1018.5,85.346,3.5158,23.422,1083.1,549.8,132.67,11.694,1.0281,82.654
12.068,1012.7,81.658,5.5914,32.082,1100.4,530.99,159.28,13.925,0.74799,66.419
12.639,1018.1,91.116,5.6261,32.375,1099.7,530.51,158.38,13.94,1.1457,62.724
20.711,1008.0,71.352,3.0784,19.801,1058.8,549.88,111.59,10.652,2.18,60.103
10.214,1015.6,96.941,4.838,32.433,1099.8,529.86,161.0,14.01,0.28693,65.243
19.912,1013.1,86.846,3.671,23.405,1080.2,550.25,126.9,11.73,1.3598,56.675
23.874,1006.9,92.257,3.1294,20.055,1058.8,549.59,111.2,10.636,1.6614,49.485
10.774,1025.2,75.761,3.6899,21.996,1074.9,550.07,125.66,11.286,2.0516,83.65
11.826,1016.4,91.89,4.4252,23.921,1085.5,550.23,133.21,11.761,1.2549,74.107
25.315,1014.6,62.148,4.4399,31.071,1099.9,535.76,152.09,13.577,1.4236,66.512
11.448,1013.7,76.38,3.9861,23.666,1083.2,550.2,132.44,11.694,0.77935,74.246
13.463,1020.9,71.677,3.8721,23.3,1081.0,549.99,129.54,11.629,2.0516,75.835
17.674,1011.7,82.133,4.4731,31.766,1100.0,532.99,156.66,13.7,0.53199,61.603
15.492,1024.6,63.079,4.8724,31.039,1099.6,530.75,157.41,13.979,1.0855,67.492
24.25,1014.9,83.605,3.3165,20.462,1061.8,549.86,112.06,10.663,2.2632,52.379
25.289,1010.6,85.495,4.1116,26.369,1095.3,549.95,135.26,12.426,0.28095,62.039
20.759,1017.4,74.175,4.6538,29.407,1100.0,539.1,149.18,13.265,1.2483,64.678
18.561,1008.2,77.893,3.0799,19.973,1059.9,549.8,113.09,10.624,2.108,62.826
21.228,1006.5,84.655,3.1208,19.922,1058.1,550.12,110.57,10.48,2.2429,56.895
30.196,1009.8,63.388,4.4193,29.529,1100.2,542.11,145.64,13.09,0.40911,55.989
24.691,1015.8,76.549,3.9315,25.547,1091.9,550.12,133.79,12.147,0.84067,57.777
20.336,1014.0,74.553,4.4877,31.352,1100.3,534.95,153.91,13.689,1.0664,58.279
6.766,1012.6,98.214,3.8493,23.622,1083.6,549.82,134.39,11.83,1.2259,78.728
17.303,1012.7,80.084,3.5518,24.543,1087.2,550.17,133.72,11.974,1.1771,65.99
10.828,1022.5,62.264,5.1956,32.991,1100.1,527.46,161.91,14.108,1.2045,67.4
9.8014,1023.1,76.525,5.2605,33.332,1100.2,525.45,164.69,14.297,0.67025,62.432
29.307,1008.3,61.111,4.1452,26.112,1093.7,550.01,133.81,12.218,1.0607,63.479
10.846,1007.6,95.464,4.2391,23.843,1084.5,550.14,133.74,11.856,1.6383,77.332
28.816,1013.9,52.896,3.3208,20.411,1061.3,549.62,110.84,10.708,1.6873,51.862
26.754,1013.8,85.771,4.3445,28.936,1098.5,542.57,142.99,12.92,0.33168,53.53
8.034,1020.5,60.675,5.1382,33.042,1099.5,526.75,164.25,14.273,0.19932,74.484
20.661,1015.1,85.809,4.4404,30.96,1099.9,535.49,153.08,13.625,0.71321,55.539
5.5752,1023.7,90.994,3.7294,23.476,1084.4,549.95,133.67,11.887,0.53479,81.696
21.895,1016.3,84.994,3.0906,19.723,1058.1,549.94,110.67,10.516,2.9019,54.213
20.056,1013.7,83.226,4.4628,31.329,1100.1,534.19,154.33,13.648,0.8836,57.104
25.28,1013.9,52.795,4.3696,30.698,1100.2,537.25,152.25,13.464,0.65791,56.644
6.6147,1017.5,63.879,5.3989,33.384,1100.0,526.33,165.37,14.259,1.4994,60.38
24.95,1014.8,78.969,3.9494,25.714,1092.5,550.1,134.25,12.182,0.47346,59.692
8.3283,1011.5,95.077,3.7752,23.625,1083.5,549.95,133.87,11.918,1.3902,78.043
13.659,1013.1,90.733,3.3326,22.189,1073.5,549.83,124.96,11.258,2.2223,73.467
22.414,1005.7,83.463,3.8359,25.905,1091.8,550.25,134.96,12.139,0.73856,66.129
19.871,1017.7,93.165,3.795,24.824,1090.0,550.34,134.03,12.036,0.80406,59.778
13.121,1023.1,64.335,5.4119,32.418,1100.2,529.33,159.42,13.988,0.12608,60.38
24.288,1007.6,80.144,3.4774,23.497,1079.0,550.15,125.04,11.543,0.98613,54.387
10.152,1026.7,64.533,3.4572,20.369,1064.7,549.43,118.87,10.885,3.214,82.608
30.783,1008.8,49.852,3.4111,21.123,1064.6,549.66,112.74,10.938,1.1885,51.456
23.356,1012.6,93.582,3.4748,21.224,1066.2,549.87,115.85,10.999,2.9739,50.369
19.663,1002.6,90.607,3.1113,19.993,1059.2,550.06,112.75,10.613,2.1674,58.151
6.3725,1024.4,83.496,4.1934,23.529,1085.6,550.19,132.99,11.743,2.648,86.406
13.554,1022.7,89.028,3.207,18.906,1029.1,532.32,104.73,10.417,10.31,115.41
23.484,1013.7,83.599,3.7478,25.292,1090.6,550.39,133.82,12.123,0.36809,68.403
27.27,1013.8,72.782,4.129,26.068,1093.9,549.58,133.75,12.266,0.72784,59.467
23.785,1006.9,81.759,4.0127,25.449,1090.7,550.31,133.77,12.154,1.4722,63.133
6.6964,1023.2,82.149,4.238,23.895,1087.5,549.7,134.49,12.028,0.81375,83.499
25.441,1010.4,62.973,4.0609,25.744,1093.1,550.29,133.75,12.2,0.45735,67.398
28.488,1015.5,52.356,4.1694,26.224,1094.9,549.64,133.73,12.307,0.38752,67.835
15.496,1004.1,81.911,3.3876,19.574,1056.7,550.07,111.73,10.503,3.572,73.24
33.128,999.57,48.338,4.3448,29.384,1099.9,543.9,145.1,12.976,0.73253,58.884
24.596,1012.4,62.074,4.5244,30.818,1100.0,536.68,150.77,13.424,0.84222,60.23
24.185,1015.7,59.774,4.4357,31.262,1100.2,535.25,153.46,13.511,1.2365,55.539
22.91,1011.9,95.111,3.1437,20.106,1059.6,550.02,111.58,10.558,1.9288,50.774
21.22,1009.6,71.375,3.8663,25.451,1090.4,549.5,134.52,12.172,0.76872,64.441
30.979,1010.0,58.924,4.5683,29.828,1099.7,541.16,146.8,13.208,0.090136,57.83
12.988,1020.6,92.301,4.6425,25.817,1095.7,550.15,140.76,12.384,1.8687,76.833
15.816,1021.2,74.706,3.9993,24.467,1088.4,549.75,133.65,11.843,1.877,76.514
12.05,1023.9,65.051,3.9104,23.759,1084.9,549.97,132.66,11.848,1.3323,79.142
12.105,1007.5,94.487,4.1947,24.184,1085.5,550.01,133.73,11.694,1.3225,74.126
10.516,1013.5,71.521,5.7084,32.789,1100.0,528.69,161.98,14.094,0.41733,45.49
6.0551,1025.7,89.869,3.6526,23.607,1086.0,550.03,133.67,11.782,0.91205,85.008
29.76,1007.2,47.846,3.4395,20.891,1063.9,550.09,112.77,10.849,1.6027,55.411
28.86,1015.0,56.062,3.4034,20.671,1063.0,550.17,111.75,10.787,1.5902,50.859
7.3684,1016.5,80.09,3.4476,19.166,1057.7,550.13,111.73,10.53,3.0735,99.47
8.478,1019.0,91.083,4.6355,28.328,1092.4,539.46,147.14,12.941,0.98863,70.628
7.6804,1025.1,91.943,5.3767,33.582,1099.8,524.38,165.72,14.253,0.89408,64.483
15.13,1013.1,89.897,4.7271,25.843,1088.1,546.7,137.0,12.215,0.99152,70.685
4.4248,1016.3,86.028,4.0979,23.413,1084.4,549.95,134.07,11.921,0.5101,81.297
7.1122,1008.8,87.765,4.9878,32.958,1100.0,527.2,165.18,14.129,0.83478,68.894
23.547,1005.0,98.655,3.3887,20.46,1060.7,550.04,112.78,10.593,1.6673,49.64
10.489,1015.7,80.47,3.3453,20.09,1061.1,548.7,117.21,10.786,3.7209,83.81
12.364,1017.6,89.685,4.408,23.831,1085.1,550.28,132.88,11.854,1.2596,74.783
11.861,1022.5,68.715,5.0437,32.326,1100.2,528.76,160.83,14.041,0.74729,66.589
24.777,1010.2,54.321,3.7444,25.46,1091.1,549.8,133.52,12.009,1.1025,68.56
11.635,1014.2,92.683,4.4266,23.849,1084.3,549.93,132.91,11.699,1.238,74.115
4.5507,1021.5,86.383,4.1973,23.827,1085.6,549.95,134.02,11.869,0.63469,60.38
11.493,1016.3,53.111,5.2083,32.157,1099.6,530.63,159.57,13.864,0.38833,69.38
21.582,1010.3,83.055,3.1364,19.777,1057.8,550.15,110.8,10.488,2.424,55.721
14.919,1009.3,85.442,4.0097,24.289,1086.6,550.26,133.61,11.763,1.0371,71.64
10.844,1027.9,91.975,3.3462,19.265,1050.5,544.72,112.31,10.497,4.6062,81.936
23.423,1007.7,83.235,4.0447,25.717,1092.5,550.06,135.04,12.252,2.4857,65.393
19.733,1010.1,71.101,4.2112,24.518,1086.8,550.03,132.95,11.888,1.6677,70.791
19.131,1007.7,95.426,3.1203,19.974,1059.4,550.0,112.66,10.514,2.034,59.517
16.563,1015.6,78.676,4.2243,24.484,1087.3,549.88,133.71,11.986,1.3191,71.936
21.016,1006.7,76.838,3.0838,19.813,1057.5,550.13,110.95,10.554,4.8045,49.602
29.889,1008.2,60.465,4.529,29.738,1099.8,541.55,146.79,13.187,0.29448,54.533
32.976,1006.3,47.552,4.6478,30.821,1099.7,538.4,148.33,13.357,0.78818,56.239
22.307,1013.7,85.65,3.7563,25.21,1090.0,550.32,133.18,12.015,0.49085,62.304
29.907,1010.2,64.101,4.443,29.711,1099.8,541.61,146.17,13.137,0.87055,58.133
27.965,1010.8,63.726,4.3654,29.99,1099.9,539.63,148.66,13.331,0.42263,56.572
7.4191,1011.9,88.236,3.9516,24.099,1084.4,549.0,135.59,11.787,1.3179,79.017
10.024,1017.4,68.396,5.1522,32.526,1099.9,528.33,162.31,14.039,0.20993,65.505
30.04,1011.5,43.518,3.918,26.165,1094.2,550.22,133.84,12.18,0.55508,66.713
15.891,1014.1,51.042,4.1747,29.62,1100.2,537.13,153.72,13.448,1.2266,68.883
31.573,1010.0,53.92,4.2218,26.47,1095.6,550.29,133.75,12.344,0.045731,62.324
20.982,1016.8,83.307,3.7671,25.534,1092.6,550.21,135.62,12.217,0.78864,65.237
7.0858,1013.5,90.947,4.0131,23.948,1084.1,549.37,134.96,11.856,1.7131,86.358
14.338,1012.4,99.884,4.6371,24.241,1085.8,550.06,132.66,11.769,1.4664,69.48
24.385,1012.9,73.846,3.7379,25.383,1091.0,549.92,133.81,12.119,0.869,60.245
23.868,1013.0,76.048,4.3782,30.68,1099.9,537.18,151.11,13.441,0.52729,57.137
14.63,1016.1,88.059,3.9965,21.98,1072.2,549.79,123.11,11.138,2.3943,73.802
10.818,1009.2,96.621,5.385,32.175,1100.1,530.36,160.6,13.917,0.044665,65.864
9.3307,1027.3,79.748,4.1806,23.827,1086.4,550.03,133.66,11.951,2.6518,84.443
28.693,996.66,70.562,4.2909,28.856,1099.6,545.34,142.23,12.883,0.26398,60.96
4.1467,1007.6,95.693,5.0271,33.492,1099.8,525.4,167.9,14.202,0.42679,69.546
16.111,1021.7,63.621,4.4988,24.276,1086.8,550.08,132.79,11.925,1.1306,73.175
7.2218,1008.4,94.642,3.7509,23.425,1082.6,550.09,133.57,11.598,1.2457,78.14
12.0,1028.6,90.021,5.4151,33.165,1100.0,526.46,161.02,14.13,1.0133,62.563
12.924,1019.5,93.898,3.6365,19.07,1053.8,548.72,110.73,10.359,3.8268,76.056
6.0535,1023.6,89.268,4.216,23.915,1086.2,550.08,133.69,11.789,1.3625,60.38
23.926,1012.7,86.069,4.0188,25.569,1091.6,550.01,134.03,12.218,1.2548,59.278
29.865,1006.3,53.222,3.9439,26.448,1095.5,549.94,134.78,12.33,0.62166,65.879
14.081,1006.2,97.144,4.1871,27.777,1091.6,542.12,144.13,12.674,1.3465,65.406
23.105,1011.7,76.369,3.9931,25.404,1091.4,550.02,133.82,12.215,1.2208,62.647
24.838,1012.4,65.978,3.8,25.424,1090.3,550.21,132.73,12.016,0.72804,64.038
13.455,1025.0,77.604,5.1309,33.249,1099.9,523.4,163.04,14.37,0.83318,66.791
14.145,1010.8,96.015,5.7112,31.806,1100.1,532.66,156.77,13.727,0.73525,65.064
4.0467,1016.3,87.689,4.0615,23.259,1083.7,550.11,133.67,11.768,2.5644,86.616
14.331,1011.5,90.057,3.5881,24.169,1085.5,550.07,133.4,11.712,1.3613,71.604
19.37,1014.6,95.617,3.7003,24.562,1087.9,550.0,132.78,11.999,1.1268,60.77
27.993,1015.1,43.514,3.4177,20.712,1063.8,550.15,111.85,10.844,1.8307,59.711
10.947,1021.2,96.915,3.5891,21.41,1069.4,549.56,121.93,11.16,2.9895,78.959
